full_path,filename,extension,size_bytes,category,purpose,referenced_by,dependencies,safe_to_move,is_temporary,secret_present
D:\HiddenYatra\templates\itinerary.html,itinerary.html,.html,66821,C. UI / TEMPLATES,Jinja2 HTML view template,FINAL_ENGINEERING_REPORT.md; FINAL_PRE_SUBMISSION_AUDIT.md; UIUX_AUDIT_REPORT.md; routes/itinerary.py; scratch/generate_all_structure_audit_reports.py,extends: base.html; includes: partials/smart_nearby_discovery.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\itinerary_detail.html,itinerary_detail.html,.html,6233,C. UI / TEMPLATES,Jinja2 HTML view template,FINAL_PRE_SUBMISSION_AUDIT.md; MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; UIUX_AUDIT_REPORT.md; routes/itinerary.py,extends: base.html; static: js/map.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\numismatics.html,numismatics.html,.html,4182,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\offline.html,offline.html,.html,2908,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\panoramas.html,panoramas.html,.html,7191,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\panorama_viewer.html,panorama_viewer.html,.html,8835,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\performing_arts.html,performing_arts.html,.html,8009,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\place.html,place.html,.html,74076,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/admin.py; routes/community.py; routes/places.py; scratch/generate_all_structure_audit_reports.py,extends: base.html; static: js/map.js; static: js/gallery.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\quiz.html,quiz.html,.html,11337,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\safety.html,safety.html,.html,12327,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\scholars.html,scholars.html,.html,8282,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\scholar_detail.html,scholar_detail.html,.html,4662,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\search.html,search.html,.html,8554,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/interactive_controls_inventory.json,extends: base.html; includes: partials/smart_nearby_discovery.html; includes: partials/place_card.html; includes: partials/place_card.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\souvenirs.html,souvenirs.html,.html,6633,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\souvenir_detail.html,souvenir_detail.html,.html,4989,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\state.html,state.html,.html,15161,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html; includes: partials/place_card.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\transport.html,transport.html,.html,11896,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\treks.html,treks.html,.html,6638,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\trek_detail.html,trek_detail.html,.html,5175,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\volunteer.html,volunteer.html,.html,11773,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\weather.html,weather.html,.html,9535,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\weather_detail.html,weather_detail.html,.html,6322,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\wildlife.html,wildlife.html,.html,6028,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\wildlife_detail.html,wildlife_detail.html,.html,5677,C. UI / TEMPLATES,Jinja2 HTML view template,routes/main.py; scratch/generate_all_structure_audit_reports.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\wishlist.html,wishlist.html,.html,2667,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/wishlist.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\add_place.html,add_place.html,.html,6960,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html; static: js/map.js; static: js/admin.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\auth_appearance.html,auth_appearance.html,.html,15598,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html; includes: partials/admin_sidebar.html; static: css/admin.css,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\dashboard.html,dashboard.html,.html,25130,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; routes/host.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html; includes: partials/admin_sidebar.html; static: css/admin.css,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\districts.html,districts.html,.html,11774,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\edit_district.html,edit_district.html,.html,5839,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\edit_place.html,edit_place.html,.html,29000,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\hero_media.html,hero_media.html,.html,13730,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html; includes: partials/admin_sidebar.html; static: css/admin.css,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\hosts.html,hosts.html,.html,11059,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html; static: css/admin.css,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\login.html,login.html,.html,4169,C. UI / TEMPLATES,Jinja2 HTML view template,AUDIT.md; FIXES.md; UIUX_AUDIT_REPORT.md; routes/admin.py; routes/auth.py,extends: base.html; static: css/admin.min.css; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\logs.html,logs.html,.html,2036,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\nearby_services.html,nearby_services.html,.html,6262,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\recycle_bin.html,recycle_bin.html,.html,10883,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json; scratch/test_all_delete_buttons.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\stay_requests.html,stay_requests.html,.html,9400,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\submissions.html,submissions.html,.html,8594,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; routes/community.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\submission_detail.html,submission_detail.html,.html,10442,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\trending.html,trending.html,.html,10807,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\users.html,users.html,.html,5626,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\admin\user_photos.html,user_photos.html,.html,6110,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\auth\forgot_password.html,forgot_password.html,.html,3233,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/auth.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\auth\login.html,login.html,.html,11357,C. UI / TEMPLATES,Jinja2 HTML view template,AUDIT.md; FIXES.md; UIUX_AUDIT_REPORT.md; routes/admin.py; routes/auth.py,extends: base.html; static: uploads/auth/; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\auth\profile.html,profile.html,.html,3401,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/auth.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html; includes: partials/place_card.html; includes: partials/place_card.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\auth\reset_password.html,reset_password.html,.html,4919,C. UI / TEMPLATES,Jinja2 HTML view template,routes/auth.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\auth\signup.html,signup.html,.html,15286,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/auth.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html; static: uploads/auth/; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\auth\verify_email.html,verify_email.html,.html,5008,C. UI / TEMPLATES,Jinja2 HTML view template,routes/auth.py; scratch/interactive_controls_inventory.json,extends: base.html; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\community\my_submissions.html,my_submissions.html,.html,2022,C. UI / TEMPLATES,Jinja2 HTML view template,routes/community.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\community\suggest_place.html,suggest_place.html,.html,41068,C. UI / TEMPLATES,Jinja2 HTML view template,routes/community.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\host\become_host.html,become_host.html,.html,13758,C. UI / TEMPLATES,Jinja2 HTML view template,routes/host.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\host\dashboard.html,dashboard.html,.html,8828,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; routes/host.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\host\listing_form.html,listing_form.html,.html,19793,C. UI / TEMPLATES,Jinja2 HTML view template,routes/host.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\host\my_listings.html,my_listings.html,.html,9600,C. UI / TEMPLATES,Jinja2 HTML view template,routes/host.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\host\profile_edit.html,profile_edit.html,.html,6256,C. UI / TEMPLATES,Jinja2 HTML view template,routes/host.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\host\requests.html,requests.html,.html,14973,C. UI / TEMPLATES,Jinja2 HTML view template,routes/admin.py; routes/host.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\partials\admin_sidebar.html,admin_sidebar.html,.html,5828,C. UI / TEMPLATES,Jinja2 HTML view template,scratch/interactive_controls_inventory.json; templates/admin/auth_appearance.html; templates/admin/dashboard.html; templates/admin/hero_media.html,includes: partials/admin_sidebar.html; static: logo-icon.svg,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\partials\place_card.html,place_card.html,.html,4958,C. UI / TEMPLATES,Jinja2 HTML view template,scratch/interactive_controls_inventory.json; templates/block.html; templates/district.html; templates/index.html; templates/search.html,"static: placeholder-place.svg; static: placeholder-waterfall.svg; static: placeholder-temple.svg; static: placeholder-fort.svg; static: placeholder-nature.svg; static: uploads/places/' + place.cover_image) }}{% endif %}"" alt=""{{ place.name }}"" loading=""lazy"" decoding=""async"" onload=""this.classList.add('loaded",REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\partials\smart_nearby_discovery.html,smart_nearby_discovery.html,.html,6166,C. UI / TEMPLATES,Jinja2 HTML view template,FINAL_ENGINEERING_REPORT.md; scratch/interactive_controls_inventory.json; templates/itinerary.html; templates/search.html; tests/test_smart_nearby.py,static: css/smart-nearby.css; static: js/smart-nearby.js,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\stays\browse.html,browse.html,.html,15720,C. UI / TEMPLATES,Jinja2 HTML view template,UIUX_AUDIT_REPORT.md; routes/main.py; routes/stays.py; scratch/generate_all_structure_audit_reports.py; scratch/interactive_controls_inventory.json,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\stays\detail.html,detail.html,.html,20457,C. UI / TEMPLATES,Jinja2 HTML view template,FINAL_PRE_SUBMISSION_AUDIT.md; MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; UIUX_AUDIT_REPORT.md; routes/admin.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\templates\user\my_stays.html,my_stays.html,.html,11747,C. UI / TEMPLATES,Jinja2 HTML view template,routes/stays.py,extends: base.html,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\tests\test_admin.py,test_admin.py,.py,1905,J. TESTS,"Automated unit, integration, or regression test",No direct code references found,import unittest; from flask import Flask; from models.admin_db import format_audit_log_entry; from routes.admin import admin_bp,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_archaeology.py,test_archaeology.py,.py,5045,J. TESTS,"Automated unit, integration, or regression test",No direct code references found,"import unittest; from flask import Flask; from routes.api import api_bp; from models.archaeology import (; from models.archaeology import get_all_numismatic_hoards, get_coin_hoard_by_slug",REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_auth.py,test_auth.py,.py,1278,J. TESTS,"Automated unit, integration, or regression test",scratch/generate_all_structure_audit_reports.py,import unittest; from utils.email_otp import check_otp_rate_limit; from routes.auth import validate_password_strength,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_browser_api.py,test_browser_api.py,.py,5500,J. TESTS,"Automated unit, integration, or regression test",POST_BATCH7_REGRESSION_REPORT.md; POST_BATCH8_REGRESSION_REPORT.md,import unittest; import time; import json; import urllib.request; import urllib.parse; from datetime import datetime,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_budget_planner.py,test_budget_planner.py,.py,5110,J. TESTS,"Automated unit, integration, or regression test",No direct code references found,"import unittest; from flask import Flask; from routes.api import api_bp; from models.budget_planner import (; from models.budget_planner import get_district_cost_index, get_district_adjusted_budget; from models.budget_planner import get_tipping_and_cash_guidelines",REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_circuits.py,test_circuits.py,.py,1878,J. TESTS,"Automated unit, integration, or regression test",tests/test_discovery_milestone.py,import unittest; from models.circuits import (,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_community.py,test_community.py,.py,1288,J. TESTS,"Automated unit, integration, or regression test",FIXES.md,import unittest; from app import create_app; from models.database import get_db; from models.places import get_submission_status_meta,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_crafts.py,test_crafts.py,.py,1409,J. TESTS,"Automated unit, integration, or regression test",tests/test_discovery_milestone.py,import unittest; from models.crafts import (,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_database.py,test_database.py,.py,7512,J. TESTS,"Automated unit, integration, or regression test",POST_BATCH4_REGRESSION_REPORT.md; POST_BATCH5_REGRESSION_REPORT.md; POST_BATCH6_REGRESSION_REPORT.md; POST_BATCH7_REGRESSION_REPORT.md; POST_BATCH8_REGRESSION_REPORT.md,import os; import sys; import unittest; from models import database; from models.database import PLACE_CATEGORIES; from models.database import slugify,REVIEW (LOW-RISK),NO,NO
D:\HiddenYatra\tests\test_discovery_contract.py,test_discovery_contract.py,.py,1399,J. TESTS,"Automated unit, integration, or regression test",JEHANABAD_38_OF_38_REGRESSION_REPORT.md; POST_BATCH2_REGRESSION_REPORT.md; POST_BATCH3_REGRESSION_REPORT.md; POST_BATCH4_REGRESSION_REPORT.md; POST_BATCH5_REGRESSION_REPORT.md,"import unittest; from models.circuits import get_all_circuits, get_circuit_by_slug; from models.festivals import get_all_festivals; from models.crafts import get_all_crafts; from models.eco import get_responsible_travel_code",REVIEW (LOW-RISK),NO,NO
